num_leaves,leaves
21,"[8, 10, 11, 13, 18, 19, 25, 48, 56, 59, 60, 61, 63, 98, 99, 114, 115, 116, 117, 124, 125]"
7,"[5, 7, 8, 9, 13, 24, 25]"
11,"[2, 6, 14, 61, 63, 121, 124, 125, 240, 482, 483]"
12,"[4, 5, 14, 24, 27, 30, 31, 50, 51, 53, 104, 105]"
11,"[5, 8, 13, 15, 18, 19, 24, 25, 28, 58, 59]"
15,"[5, 8, 13, 14, 15, 18, 25, 38, 39, 49, 192, 194, 195, 386, 387]"
9,"[4, 6, 7, 21, 22, 23, 40, 82, 83]"
13,"[8, 10, 11, 12, 14, 15, 19, 27, 36, 52, 53, 74, 75]"
14,"[7, 10, 11, 12, 16, 18, 19, 27, 34, 52, 70, 71, 106, 107]"
9,"[2, 15, 24, 25, 26, 28, 29, 54, 55]"
12,"[3, 10, 11, 17, 19, 32, 36, 67, 74, 75, 132, 133]"
14,"[3, 4, 20, 21, 46, 88, 89, 91, 95, 180, 188, 189, 362, 363]"
13,"[4, 10, 11, 12, 15, 27, 52, 53, 56, 58, 59, 114, 115]"
11,"[2, 12, 13, 14, 60, 62, 122, 123, 127, 252, 253]"
18,"[6, 7, 16, 18, 19, 20, 34, 35, 42, 44, 46, 86, 87, 90, 91, 95, 188, 189]"
12,"[4, 6, 11, 14, 15, 41, 42, 80, 81, 87, 172, 173]"
15,"[5, 6, 8, 18, 19, 29, 31, 57, 60, 61, 112, 226, 455, 908, 909]"
13,"[8, 10, 11, 12, 18, 26, 27, 28, 29, 30, 31, 38, 39]"
11,"[4, 10, 11, 15, 25, 26, 27, 28, 29, 48, 49]"
14,"[4, 7, 10, 11, 12, 26, 54, 110, 223, 444, 891, 1780, 3562, 3563]"
12,"[6, 9, 10, 11, 14, 30, 31, 32, 34, 35, 66, 67]"
7,"[4, 5, 13, 14, 15, 24, 25]"
11,"[3, 4, 21, 22, 41, 47, 80, 92, 93, 162, 163]"
14,"[3, 9, 16, 20, 22, 34, 35, 42, 43, 92, 93, 94, 190, 191]"
12,"[5, 6, 9, 14, 31, 32, 34, 35, 60, 61, 66, 67]"
15,"[6, 8, 10, 11, 15, 18, 19, 57, 59, 112, 116, 117, 226, 454, 455]"
18,"[8, 10, 11, 15, 18, 19, 27, 28, 29, 48, 51, 52, 53, 98, 99, 100, 202, 203]"
14,"[5, 6, 8, 15, 18, 56, 58, 59, 76, 77, 78, 79, 114, 115]"
12,"[5, 6, 14, 18, 19, 30, 31, 32, 34, 35, 66, 67]"
12,"[5, 6, 7, 9, 17, 66, 67, 128, 130, 131, 258, 259]"
13,"[4, 5, 6, 28, 31, 58, 59, 60, 123, 245, 488, 978, 979]"
10,"[5, 8, 9, 13, 15, 24, 28, 29, 50, 51]"
9,"[7, 8, 9, 10, 11, 13, 24, 50, 51]"
10,"[5, 6, 8, 9, 14, 60, 61, 63, 124, 125]"
12,"[5, 8, 9, 13, 14, 15, 25, 49, 97, 192, 386, 387]"
12,"[5, 6, 8, 9, 14, 31, 61, 121, 240, 483, 964, 965]"
10,"[4, 5, 13, 14, 15, 48, 50, 51, 98, 99]"
9,"[5, 6, 7, 16, 18, 19, 34, 70, 71]"
13,"[4, 6, 10, 23, 28, 29, 30, 44, 63, 90, 91, 124, 125]"
10,"[2, 7, 24, 26, 27, 100, 102, 103, 202, 203]"
10,"[5, 8, 12, 15, 18, 19, 26, 27, 28, 29]"
11,"[4, 10, 13, 14, 22, 24, 25, 30, 31, 46, 47]"
16,"[7, 8, 11, 12, 18, 19, 27, 40, 42, 43, 52, 53, 83, 164, 330, 331]"
14,"[4, 5, 13, 25, 28, 29, 48, 60, 61, 63, 98, 99, 124, 125]"
10,"[3, 8, 10, 18, 22, 38, 39, 46, 94, 95]"
12,"[4, 7, 12, 13, 21, 22, 23, 40, 82, 166, 334, 335]"
12,"[5, 6, 9, 16, 28, 29, 30, 34, 35, 62, 126, 127]"
15,"[6, 7, 8, 18, 19, 21, 22, 41, 47, 81, 92, 93, 160, 322, 323]"
14,"[4, 10, 11, 12, 14, 26, 31, 55, 61, 108, 109, 121, 240, 241]"
14,"[2, 13, 24, 29, 50, 51, 56, 57, 60, 63, 122, 123, 124, 125]"
15,"[5, 6, 8, 15, 28, 36, 38, 39, 59, 75, 116, 117, 148, 298, 299]"
13,"[8, 10, 11, 12, 18, 26, 27, 28, 29, 30, 31, 38, 39]"
13,"[4, 12, 13, 15, 20, 21, 22, 28, 29, 46, 94, 190, 191]"
15,"[5, 6, 8, 18, 19, 29, 30, 57, 63, 112, 125, 226, 227, 248, 249]"
14,"[2, 12, 27, 28, 31, 52, 53, 58, 61, 119, 120, 121, 236, 237]"
12,"[2, 13, 15, 24, 50, 56, 58, 59, 102, 103, 114, 115]"
12,"[9, 10, 12, 13, 14, 15, 16, 22, 34, 35, 46, 47]"
13,"[4, 5, 13, 24, 28, 30, 50, 51, 58, 59, 63, 124, 125]"
15,"[6, 7, 8, 9, 20, 22, 42, 46, 86, 95, 174, 175, 189, 376, 377]"
9,"[5, 6, 8, 9, 14, 30, 63, 124, 125]"
14,"[6, 7, 9, 17, 20, 22, 32, 33, 42, 47, 86, 87, 92, 93]"
8,"[2, 6, 28, 30, 58, 59, 62, 63]"
11,"[4, 6, 10, 14, 15, 22, 46, 94, 190, 382, 383]"
12,"[4, 7, 10, 11, 24, 27, 51, 52, 53, 100, 202, 203]"
8,"[3, 4, 11, 20, 42, 86, 174, 175]"
12,"[3, 5, 8, 37, 72, 76, 77, 79, 146, 147, 156, 157]"
15,"[5, 12, 14, 16, 18, 19, 26, 30, 31, 34, 54, 55, 70, 142, 143]"
15,"[8, 10, 11, 12, 14, 19, 26, 27, 30, 36, 63, 74, 75, 124, 125]"
12,"[5, 9, 13, 15, 16, 24, 28, 29, 34, 35, 50, 51]"
11,"[2, 12, 15, 26, 28, 29, 108, 110, 111, 218, 219]"
10,"[4, 5, 13, 15, 25, 28, 29, 49, 96, 97]"
14,"[5, 7, 8, 24, 26, 36, 38, 39, 50, 51, 54, 55, 74, 75]"
8,"[4, 10, 11, 12, 14, 15, 26, 27]"
15,"[6, 8, 10, 11, 18, 28, 29, 30, 38, 63, 78, 79, 125, 248, 249]"
14,"[4, 7, 11, 12, 13, 20, 43, 169, 170, 171, 336, 674, 1350, 1351]"
10,"[5, 8, 9, 12, 14, 15, 27, 52, 106, 107]"
12,"[4, 6, 10, 14, 30, 31, 46, 47, 88, 89, 90, 91]"
9,"[4, 7, 10, 13, 23, 24, 25, 44, 45]"
11,"[4, 6, 14, 20, 21, 23, 31, 44, 45, 60, 61]"
12,"[4, 7, 11, 13, 20, 21, 24, 50, 102, 207, 412, 413]"
9,"[3, 8, 9, 11, 40, 42, 43, 82, 83]"
13,"[4, 6, 15, 21, 23, 28, 29, 41, 44, 45, 80, 162, 163]"
13,"[4, 5, 12, 13, 28, 31, 58, 60, 61, 118, 238, 478, 479]"
12,"[3, 9, 10, 22, 33, 34, 35, 46, 47, 64, 130, 131]"
10,"[5, 8, 12, 13, 15, 18, 28, 29, 38, 39]"
11,"[5, 8, 13, 15, 18, 19, 24, 25, 29, 56, 57]"
9,"[4, 5, 12, 14, 26, 30, 31, 54, 55]"
9,"[4, 5, 6, 15, 29, 57, 112, 226, 227]"
8,"[3, 5, 8, 18, 38, 79, 156, 157]"
12,"[7, 8, 10, 12, 13, 18, 19, 23, 45, 88, 178, 179]"
12,"[7, 9, 10, 12, 16, 23, 26, 27, 34, 35, 44, 45]"
18,"[7, 9, 10, 11, 12, 17, 27, 52, 64, 66, 67, 107, 131, 212, 213, 260, 522, 523]"
12,"[5, 6, 17, 18, 19, 28, 29, 30, 31, 32, 66, 67]"
10,"[7, 9, 10, 11, 12, 16, 26, 27, 34, 35]"
12,"[4, 5, 6, 30, 31, 57, 58, 113, 118, 119, 224, 225]"
15,"[5, 7, 13, 18, 19, 32, 34, 35, 48, 50, 51, 66, 67, 98, 99]"
14,"[5, 6, 9, 15, 16, 28, 29, 34, 70, 143, 285, 568, 1138, 1139]"
12,"[5, 12, 13, 15, 16, 17, 18, 28, 29, 39, 76, 77]"
15,"[7, 8, 11, 13, 18, 19, 21, 24, 40, 50, 51, 82, 167, 332, 333]"
10,"[4, 5, 14, 24, 25, 26, 30, 31, 54, 55]"
13,"[3, 10, 16, 18, 22, 34, 35, 38, 39, 47, 93, 184, 185]"
11,"[4, 5, 6, 28, 29, 60, 61, 63, 125, 248, 249]"
11,"[3, 4, 10, 22, 46, 188, 189, 190, 383, 764, 765]"
13,"[4, 6, 7, 22, 23, 43, 80, 82, 83, 84, 85, 162, 163]"
10,"[5, 7, 9, 12, 13, 16, 34, 71, 140, 141]"
13,"[5, 7, 9, 16, 24, 25, 26, 34, 35, 54, 111, 220, 221]"
17,"[4, 12, 14, 26, 27, 31, 40, 41, 42, 44, 45, 46, 47, 60, 61, 86, 87]"
11,"[6, 7, 8, 11, 18, 20, 38, 42, 43, 78, 79]"
11,"[5, 7, 9, 12, 13, 17, 64, 66, 67, 130, 131]"
10,"[4, 10, 11, 12, 14, 26, 30, 31, 54, 55]"
9,"[3, 9, 10, 11, 16, 35, 68, 138, 139]"
10,"[4, 5, 12, 13, 14, 60, 61, 63, 124, 125]"
7,"[2, 6, 28, 29, 31, 60, 61]"
12,"[8, 10, 11, 12, 14, 18, 19, 26, 27, 31, 60, 61]"
15,"[5, 8, 12, 15, 18, 26, 27, 28, 38, 39, 59, 116, 235, 468, 469]"
14,"[5, 6, 7, 32, 34, 35, 36, 37, 39, 66, 67, 76, 154, 155]"
15,"[4, 10, 11, 13, 14, 25, 49, 60, 61, 63, 96, 124, 125, 194, 195]"
9,"[5, 8, 9, 12, 15, 26, 27, 28, 29]"
12,"[8, 10, 12, 14, 15, 18, 19, 22, 26, 27, 46, 47]"
12,"[6, 7, 10, 11, 17, 18, 19, 64, 66, 67, 130, 131]"
12,"[4, 6, 11, 14, 20, 31, 43, 60, 61, 85, 168, 169]"
14,"[4, 5, 14, 24, 31, 50, 52, 53, 54, 55, 60, 61, 102, 103]"
13,"[4, 10, 12, 15, 23, 26, 27, 29, 44, 56, 57, 90, 91]"
10,"[4, 10, 11, 13, 15, 24, 28, 29, 50, 51]"
11,"[4, 7, 11, 12, 21, 26, 27, 40, 82, 166, 167]"
8,"[5, 7, 8, 9, 13, 24, 50, 51]"
11,"[5, 8, 13, 14, 18, 19, 24, 25, 31, 60, 61]"
13,"[4, 5, 13, 25, 28, 29, 30, 31, 49, 96, 194, 390, 391]"
14,"[5, 6, 7, 9, 33, 64, 68, 69, 70, 71, 131, 260, 522, 523]"
15,"[6, 7, 9, 10, 23, 32, 34, 44, 45, 66, 71, 134, 135, 140, 141]"
11,"[4, 5, 13, 24, 25, 28, 30, 31, 59, 116, 117]"
10,"[5, 9, 12, 13, 15, 17, 28, 29, 32, 33]"
12,"[4, 5, 6, 15, 56, 58, 59, 228, 229, 231, 460, 461]"
13,"[4, 12, 15, 21, 22, 23, 26, 27, 28, 29, 40, 82, 83]"
12,"[4, 6, 10, 22, 23, 28, 29, 31, 61, 120, 242, 243]"
12,"[4, 7, 12, 13, 22, 23, 40, 41, 42, 86, 174, 175]"
7,"[2, 7, 12, 26, 55, 108, 109]"
11,"[5, 8, 12, 15, 18, 19, 27, 28, 29, 52, 53]"
13,"[6, 9, 10, 11, 14, 16, 31, 34, 60, 61, 70, 142, 143]"
7,"[5, 6, 8, 9, 14, 30, 31]"
12,"[3, 8, 18, 19, 20, 42, 43, 44, 45, 46, 94, 95]"
10,"[3, 9, 10, 11, 32, 34, 35, 66, 134, 135]"
11,"[5, 6, 14, 17, 18, 19, 31, 32, 33, 60, 61]"
11,"[4, 10, 11, 12, 15, 26, 27, 28, 58, 118, 119]"
12,"[4, 10, 11, 12, 14, 27, 30, 52, 53, 63, 124, 125]"
15,"[5, 6, 9, 29, 30, 31, 32, 34, 35, 57, 66, 67, 112, 226, 227]"
12,"[3, 8, 10, 18, 19, 45, 46, 88, 89, 95, 188, 189]"
13,"[8, 9, 10, 11, 12, 14, 26, 31, 55, 60, 61, 108, 109]"
16,"[3, 5, 18, 35, 38, 39, 64, 66, 67, 130, 131, 136, 138, 139, 274, 275]"
13,"[4, 10, 11, 13, 14, 25, 31, 48, 49, 60, 123, 244, 245]"
12,"[2, 14, 15, 25, 26, 49, 54, 55, 96, 194, 390, 391]"
14,"[5, 6, 15, 17, 18, 19, 28, 29, 33, 128, 130, 131, 258, 259]"
16,"[5, 9, 13, 14, 15, 17, 25, 32, 48, 66, 67, 196, 198, 199, 394, 395]"
19,"[8, 12, 13, 14, 18, 21, 22, 23, 30, 38, 39, 40, 63, 82, 83, 125, 248, 498, 499]"
12,"[6, 10, 11, 14, 15, 16, 18, 19, 35, 68, 138, 139]"
10,"[5, 7, 8, 18, 19, 24, 25, 26, 54, 55]"
14,"[4, 6, 10, 15, 22, 23, 28, 58, 118, 238, 479, 957, 1912, 1913]"
11,"[3, 8, 10, 18, 19, 23, 45, 88, 178, 358, 359]"
14,"[4, 5, 12, 14, 26, 27, 63, 120, 121, 123, 124, 125, 244, 245]"
11,"[4, 5, 13, 24, 28, 30, 31, 50, 51, 58, 59]"
10,"[5, 6, 8, 14, 18, 19, 31, 61, 120, 121]"
13,"[7, 9, 11, 13, 16, 20, 24, 34, 35, 42, 43, 50, 51]"
10,"[5, 8, 12, 13, 15, 18, 28, 29, 38, 39]"
8,"[3, 8, 9, 10, 23, 44, 90, 91]"
15,"[3, 10, 11, 34, 36, 37, 38, 39, 64, 66, 67, 70, 71, 130, 131]"
9,"[4, 7, 10, 11, 13, 24, 50, 102, 103]"
7,"[2, 14, 15, 24, 25, 26, 27]"
14,"[6, 7, 8, 9, 11, 21, 83, 160, 162, 163, 164, 165, 322, 323]"
11,"[5, 8, 9, 13, 24, 28, 29, 30, 31, 50, 51]"
9,"[4, 5, 12, 13, 29, 30, 31, 56, 57]"
15,"[5, 6, 9, 16, 28, 29, 34, 60, 61, 62, 70, 71, 127, 252, 253]"
13,"[5, 7, 8, 12, 18, 38, 39, 53, 54, 104, 105, 110, 111]"
15,"[2, 13, 25, 28, 31, 48, 58, 61, 98, 99, 119, 120, 121, 236, 237]"
12,"[5, 6, 8, 14, 18, 19, 61, 63, 120, 121, 124, 125]"
12,"[4, 11, 13, 15, 20, 21, 25, 28, 29, 48, 98, 99]"
10,"[3, 8, 10, 18, 19, 23, 44, 91, 180, 181]"
10,"[3, 10, 11, 17, 18, 32, 38, 39, 66, 67]"
10,"[5, 9, 12, 13, 14, 16, 30, 31, 34, 35]"
10,"[4, 10, 11, 12, 26, 27, 28, 29, 30, 31]"
10,"[5, 8, 9, 13, 14, 24, 30, 31, 50, 51]"
12,"[6, 9, 10, 11, 14, 16, 30, 34, 35, 63, 124, 125]"
15,"[5, 6, 9, 28, 31, 32, 34, 35, 58, 59, 61, 66, 67, 120, 121]"
12,"[3, 5, 8, 18, 39, 77, 304, 307, 610, 611, 612, 613]"
15,"[6, 9, 10, 11, 15, 28, 32, 34, 58, 59, 66, 70, 71, 134, 135]"
11,"[4, 6, 7, 10, 46, 47, 88, 89, 91, 180, 181]"
13,"[3, 5, 9, 17, 65, 66, 67, 129, 257, 512, 1026, 2054, 2055]"
14,"[4, 5, 6, 29, 31, 60, 61, 112, 115, 227, 228, 229, 452, 453]"
13,"[7, 9, 10, 11, 12, 13, 16, 35, 136, 138, 139, 274, 275]"
17,"[9, 10, 11, 13, 14, 16, 24, 25, 31, 34, 35, 120, 123, 242, 243, 244, 245]"
18,"[4, 6, 14, 20, 22, 30, 42, 43, 47, 92, 124, 125, 127, 186, 252, 253, 374, 375]"
12,"[6, 9, 10, 11, 14, 15, 17, 64, 66, 67, 130, 131]"
15,"[5, 12, 14, 15, 16, 18, 19, 26, 34, 55, 70, 71, 108, 218, 219]"
10,"[3, 5, 17, 32, 36, 37, 38, 39, 66, 67]"
11,"[5, 8, 12, 13, 18, 19, 28, 29, 31, 60, 61]"
11,"[5, 12, 14, 15, 16, 18, 19, 26, 27, 34, 35]"
12,"[4, 6, 10, 11, 28, 30, 59, 63, 116, 117, 124, 125]"
8,"[3, 4, 11, 21, 41, 80, 162, 163]"
12,"[5, 8, 9, 12, 14, 26, 27, 31, 60, 123, 244, 245]"
12,"[5, 8, 12, 13, 15, 18, 28, 29, 39, 76, 154, 155]"
14,"[4, 12, 15, 21, 22, 26, 27, 28, 29, 40, 46, 47, 82, 83]"
12,"[4, 6, 14, 15, 20, 43, 44, 45, 46, 47, 84, 85]"
12,"[5, 13, 14, 15, 16, 18, 19, 24, 34, 35, 50, 51]"
15,"[5, 8, 14, 18, 24, 25, 26, 31, 38, 39, 55, 60, 61, 108, 109]"
12,"[6, 8, 9, 10, 11, 14, 30, 62, 127, 253, 504, 505]"
17,"[5, 6, 9, 17, 29, 31, 57, 60, 61, 64, 66, 67, 112, 130, 131, 226, 227]"
10,"[3, 4, 11, 21, 80, 82, 83, 162, 326, 327]"
14,"[5, 6, 8, 18, 19, 29, 56, 60, 61, 63, 114, 115, 124, 125]"
12,"[4, 6, 14, 15, 21, 23, 41, 44, 45, 80, 162, 163]"
15,"[6, 7, 9, 16, 20, 34, 35, 42, 43, 44, 45, 47, 93, 184, 185]"
10,"[6, 7, 9, 10, 11, 17, 32, 66, 134, 135]"
16,"[8, 10, 11, 13, 14, 18, 24, 25, 31, 39, 60, 61, 152, 153, 154, 155]"
13,"[6, 7, 9, 17, 20, 22, 23, 33, 42, 43, 64, 130, 131]"
12,"[5, 6, 8, 14, 18, 19, 30, 63, 125, 249, 496, 497]"
10,"[4, 6, 7, 10, 23, 44, 90, 182, 366, 367]"
9,"[2, 12, 13, 28, 31, 58, 59, 60, 61]"
8,"[4, 6, 10, 11, 15, 28, 58, 59]"
9,"[3, 4, 10, 23, 45, 89, 176, 354, 355]"
16,"[3, 5, 9, 33, 35, 64, 69, 130, 131, 272, 274, 546, 547, 551, 1100, 1101]"
9,"[4, 10, 11, 12, 15, 26, 27, 28, 29]"
12,"[3, 4, 40, 41, 42, 43, 44, 45, 46, 95, 188, 189]"
14,"[4, 6, 14, 21, 22, 23, 31, 41, 60, 61, 81, 160, 322, 323]"
9,"[5, 6, 8, 9, 28, 29, 31, 60, 61]"
12,"[5, 9, 12, 15, 16, 26, 28, 29, 34, 35, 54, 55]"
6,"[2, 12, 14, 15, 26, 27]"
6,"[2, 6, 15, 28, 58, 59]"
10,"[7, 8, 9, 10, 12, 13, 23, 45, 88, 89]"
13,"[5, 6, 8, 14, 18, 19, 30, 124, 125, 127, 253, 504, 505]"
11,"[5, 6, 14, 15, 16, 18, 19, 35, 68, 138, 139]"
11,"[6, 7, 8, 10, 11, 18, 38, 78, 159, 316, 317]"
12,"[4, 10, 11, 13, 15, 24, 25, 28, 59, 116, 234, 235]"
10,"[4, 6, 10, 14, 22, 23, 30, 63, 124, 125]"
11,"[5, 7, 9, 12, 16, 26, 34, 54, 55, 70, 71]"
12,"[3, 5, 9, 16, 34, 140, 142, 143, 282, 567, 1132, 1133]"
15,"[6, 8, 10, 11, 18, 19, 28, 31, 60, 61, 116, 117, 118, 238, 239]"
10,"[5, 8, 12, 14, 15, 18, 19, 26, 54, 55]"
9,"[4, 10, 11, 12, 14, 15, 26, 54, 55]"
12,"[5, 9, 12, 13, 14, 16, 30, 31, 34, 70, 142, 143]"
8,"[2, 7, 13, 49, 50, 51, 96, 97]"
13,"[3, 8, 9, 10, 44, 46, 91, 94, 95, 180, 362, 726, 727]"
13,"[5, 6, 7, 9, 17, 66, 67, 128, 130, 131, 258, 518, 519]"
11,"[4, 10, 11, 14, 24, 26, 27, 30, 31, 50, 51]"
20,"[5, 6, 8, 18, 19, 30, 56, 59, 62, 114, 115, 117, 127, 233, 252, 464, 465, 507, 1012, 1013]"
13,"[5, 6, 9, 14, 15, 17, 65, 66, 128, 134, 135, 258, 259]"
14,"[4, 10, 11, 13, 14, 15, 24, 100, 102, 103, 203, 405, 808, 809]"
15,"[5, 9, 13, 14, 15, 25, 32, 34, 35, 48, 66, 98, 99, 134, 135]"
14,"[5, 13, 14, 16, 18, 19, 25, 31, 34, 35, 48, 49, 60, 61]"
15,"[3, 9, 16, 17, 20, 42, 44, 47, 87, 90, 91, 92, 93, 172, 173]"
10,"[3, 8, 11, 19, 20, 21, 36, 74, 150, 151]"
13,"[3, 8, 19, 20, 22, 23, 37, 72, 73, 84, 85, 86, 87]"
11,"[3, 4, 22, 40, 42, 43, 47, 82, 83, 92, 93]"
12,"[5, 8, 12, 13, 15, 18, 19, 29, 56, 115, 228, 229]"
10,"[5, 8, 13, 14, 15, 18, 19, 24, 50, 51]"
13,"[5, 6, 7, 16, 34, 35, 36, 74, 75, 76, 77, 78, 79]"
13,"[10, 11, 13, 14, 15, 16, 18, 19, 24, 25, 34, 70, 71]"
12,"[6, 7, 9, 11, 16, 21, 34, 41, 70, 71, 80, 81]"
11,"[3, 16, 18, 19, 20, 21, 22, 34, 35, 46, 47]"
14,"[3, 11, 17, 18, 19, 20, 21, 32, 67, 132, 266, 535, 1068, 1069]"
7,"[2, 12, 13, 28, 29, 30, 31]"
12,"[2, 12, 14, 15, 55, 105, 106, 107, 108, 109, 208, 209]"
12,"[4, 6, 7, 20, 42, 43, 44, 45, 92, 93, 94, 95]"
9,"[4, 11, 12, 14, 15, 20, 21, 26, 27]"
10,"[6, 7, 9, 10, 11, 32, 34, 35, 66, 67]"
16,"[5, 6, 14, 15, 16, 18, 34, 35, 77, 78, 152, 158, 159, 306, 614, 615]"
15,"[8, 10, 11, 12, 13, 15, 18, 28, 29, 38, 78, 159, 317, 632, 633]"
13,"[4, 10, 11, 13, 14, 24, 30, 50, 63, 102, 103, 124, 125]"
9,"[3, 9, 10, 17, 23, 32, 33, 44, 45]"
13,"[4, 5, 12, 15, 26, 27, 28, 117, 119, 232, 233, 236, 237]"
11,"[7, 8, 9, 12, 13, 21, 22, 23, 40, 82, 83]"
10,"[4, 5, 7, 13, 25, 48, 99, 196, 394, 395]"
8,"[4, 6, 10, 11, 15, 29, 56, 57]"
11,"[5, 6, 14, 16, 18, 19, 31, 34, 35, 60, 61]"
15,"[8, 10, 11, 12, 18, 19, 26, 27, 28, 29, 30, 63, 125, 248, 249]"
9,"[5, 8, 9, 12, 13, 28, 29, 30, 31]"
11,"[5, 6, 9, 15, 28, 29, 32, 34, 35, 66, 67]"
12,"[4, 10, 11, 12, 13, 28, 29, 60, 61, 63, 124, 125]"
12,"[5, 8, 13, 14, 19, 24, 25, 30, 36, 37, 62, 63]"
13,"[8, 11, 12, 13, 15, 18, 20, 21, 28, 29, 39, 76, 77]"
7,"[2, 12, 13, 28, 29, 30, 31]"
14,"[2, 13, 14, 25, 31, 49, 61, 96, 120, 121, 194, 390, 782, 783]"
10,"[2, 14, 15, 25, 26, 27, 49, 96, 194, 195]"
12,"[3, 9, 10, 11, 17, 64, 66, 130, 134, 135, 262, 263]"
16,"[5, 9, 13, 14, 16, 25, 30, 34, 35, 49, 63, 96, 124, 125, 194, 195]"
8,"[2, 14, 15, 25, 26, 27, 48, 49]"
12,"[2, 13, 15, 28, 29, 48, 51, 98, 100, 101, 198, 199]"
10,"[3, 9, 11, 20, 21, 32, 34, 35, 66, 67]"
10,"[4, 10, 11, 12, 14, 26, 27, 31, 60, 61]"
15,"[4, 7, 10, 12, 22, 26, 46, 47, 108, 109, 110, 223, 445, 888, 889]"
7,"[4, 5, 6, 14, 31, 60, 61]"
14,"[2, 14, 24, 27, 31, 50, 53, 60, 61, 102, 103, 104, 210, 211]"
11,"[6, 7, 9, 11, 16, 17, 21, 40, 82, 166, 167]"
13,"[3, 8, 18, 20, 22, 39, 42, 43, 46, 76, 77, 94, 95]"
10,"[4, 10, 12, 13, 14, 15, 23, 44, 90, 91]"
11,"[3, 8, 18, 20, 22, 38, 39, 42, 43, 46, 47]"
12,"[10, 11, 12, 14, 15, 16, 18, 19, 26, 27, 34, 35]"
14,"[5, 6, 8, 18, 19, 28, 30, 58, 62, 63, 118, 239, 476, 477]"
13,"[5, 12, 13, 14, 16, 18, 19, 31, 34, 35, 60, 122, 123]"
13,"[2, 7, 12, 52, 54, 106, 107, 111, 221, 441, 880, 1762, 1763]"
15,"[8, 10, 11, 13, 14, 15, 18, 19, 25, 49, 192, 194, 195, 386, 387]"
12,"[5, 6, 7, 16, 19, 34, 36, 37, 70, 142, 286, 287]"
13,"[8, 10, 11, 12, 14, 18, 19, 27, 31, 52, 53, 60, 61]"
11,"[8, 10, 11, 12, 13, 14, 18, 30, 31, 38, 39]"
12,"[3, 16, 18, 20, 21, 22, 34, 35, 38, 39, 46, 47]"
11,"[5, 7, 12, 13, 16, 18, 19, 34, 71, 140, 141]"
12,"[2, 12, 13, 14, 30, 124, 125, 252, 253, 255, 508, 509]"
7,"[4, 10, 11, 12, 13, 14, 15]"
8,"[4, 5, 6, 15, 29, 57, 112, 113]"
13,"[6, 7, 8, 9, 10, 45, 46, 88, 95, 178, 179, 188, 189]"
18,"[5, 6, 17, 18, 19, 29, 30, 31, 56, 57, 66, 67, 128, 130, 131, 258, 518, 519]"
9,"[3, 5, 18, 19, 32, 34, 35, 66, 67]"
9,"[4, 6, 11, 14, 20, 30, 31, 42, 43]"
13,"[2, 13, 14, 25, 30, 49, 63, 97, 124, 125, 192, 386, 387]"
15,"[6, 9, 16, 20, 22, 23, 28, 29, 30, 34, 35, 42, 43, 62, 63]"
14,"[5, 6, 9, 16, 28, 30, 34, 35, 58, 59, 62, 127, 252, 253]"
9,"[3, 4, 20, 22, 43, 46, 47, 84, 85]"
12,"[6, 9, 10, 11, 14, 17, 31, 32, 60, 61, 66, 67]"
10,"[2, 6, 14, 60, 63, 122, 123, 125, 248, 249]"
11,"[4, 10, 12, 13, 22, 23, 28, 29, 30, 62, 63]"
15,"[4, 10, 12, 14, 23, 27, 44, 45, 52, 53, 60, 61, 63, 124, 125]"
12,"[6, 10, 11, 14, 15, 16, 18, 34, 38, 39, 70, 71]"
12,"[5, 6, 7, 8, 36, 39, 74, 76, 77, 151, 300, 301]"
13,"[5, 8, 13, 14, 18, 19, 24, 31, 50, 60, 61, 102, 103]"
8,"[3, 9, 10, 16, 22, 23, 34, 35]"
6,"[3, 4, 10, 23, 44, 45]"
10,"[4, 10, 12, 13, 14, 23, 30, 31, 44, 45]"
12,"[5, 6, 7, 9, 34, 64, 66, 67, 70, 71, 130, 131]"
