"","new_col"
"4885","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"4886","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV0,8EGM0,4EGV0,1BX1,3SU0,1CH1"
"4887","8EGM1,7EGU0,11LR0,4EGV1,1BR1,7EGU0,14EIM0,12HU0,4EGV0,2EGQ1,14EIM0"
"4888","8EGP0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG1,13BW1,12HK0,2EGQ0,3ACO1,3APS1,6EGQ0,3ATX1,7EGQ1,13CG0,1CN1,1DE1"
"4889","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4890","8EGO0,11LV0,4EGN0,4EGN0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"4891","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGQ0,3DIM1,1BO1,1BT1,3DKY1,3DNX0,1CD1"
"4892","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGQ1,1BD1,14EIQ0,13CK0,3QU1,4EGT1,1DG0,13BW1,6EGM0,12HI0,1CG1,3DLR0"
"4893","8EGN0,11LV0,4EGO0,4EGO0,12JN0,7EGP1,1BD0,6EGQ0,4EGO1,13CT0"
"4894","8EGQ0,11LV0,4EGY0,4EGY1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM1,1CS0,3BCR1,3BQT0,13BT1"
"4895","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"4896","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGQ1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"4897","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4898","8EGM1,7EGT0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"4899","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"4900","8EGM1,7EGS0,11LR0,4EGU1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGS0,3AHR1,1BJ0,2EGQ1,7EGS0,3BER0,13DH0"
"4901","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"4902","8EGR1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ0,1AV0,13CF0,2EGQ0,8EGR1,3BTX0"
"4903","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4904","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP0,14EIQ0,3CFV0,3ST1,3BCM1,3BDV1,8EGN0,1BF0,14EIQ1,3BHN0"
"4905","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"4906","8EGM1,7EHI0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGO1,7EHI0"
"4907","8EGQ0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG1,13BW1,12HK0,2EGQ0,3ACO1,3APS0,7EGQ1,13CQ0,1CN1,13CI0"
"4908","8EGM1,7EGS0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV1,12HY1,1BP0"
"4909","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4910","8EGM1,7EGS0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGO0,7EGS0"
"4911","8EGM1,7EGW1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGW1,3BDI1,2EGQ1,7EGW1"
"4912","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ1,1CE1"
"4913","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"4914","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO1,1DQ1,3CUY0,3BLS1"
"4915","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"4916","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGY0,3BGN1,2EGS0,3DIM0,3CWZ0,3BWX1,3CDG1,1BQ1,9EGQ0,7EGY0,3CPU0,3CDR1"
"4917","8EGM1,7EGU0,11LR0,4EGQ0,7EGU0,13CT0"
"4918","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"4919","8EGP0,11LV0,4EGM0,4EGM0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4920","8EGM1,7EGY1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGY0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW1,2EGR1,1CI0,1CE0"
"4921","8EGM1,7EHI0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGO0,7EHI0"
"4922","8EGM1,7EGQ1,4EGY1,11LR1,1FN1,2EGO1"
"4923","8EGO0,11LV0,4EGX0,4EGX0,12JN0,7EGX1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"4924","8EGM1,7EGY1,4EGU0,11LR0,12HX0,13BN1,1BF0,7EGY0,14EIQ0,2EGQ0,8EGM0,4EGU0,3DFR0"
"4925","8EGM1,7EGP0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGP0,3AHR1,1BJ0,2EGQ1,7EGP0,3BER0,13DH0"
"4926","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG0,3DNW0,9EGO0,13CK0,3AMN1,2EGN0"
"4927","8EGM1,7EGP0,11LR0,4EGU1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGU0,14EIQ0,3ANY0,2EGQ0,3AFI1,2EGQ0,7EGP1,1CQ0,7EGP0,1BT1,13CK1,4EGU0"
"4928","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS1,6EGR1,1BJ1,8EGN1,13BT1,1CE1,1CN1"
"4929","8EGM1,7EHI0,11LR0,4EGR0,7EHI1,4EGR0,13CT0,11JV0,2EGQ0,8EGM0,2EGQ0,14EIQ0"
"4930","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGY0,3BGN1,2EGQ0,3DIM0,3CWZ0,3BWX0,13CT0,3BKY1"
"4931","8EGR1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR0,3ADZ1,9EGO0,1CY0"
"4932","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"4933","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF0,7EGY0,14EIQ0,2EGQ0,8EGM0,4EHJ1,13CK1,3BGY1"
"4934","8EGN0,11LV0,4EGS0,4EGS0,12JN0,7EGS0,12IX0,14EIK0,13BZ0,3MO1,6EGM0,1DI1,3NS1,7EGS1,4EGS1,3CFR0"
"4935","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF0,7EGQ0,14EIQ0,2EGT0,8EGM0,4EGX0,3DFR0"
"4936","8EGR1,7EGN0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP0,3BCI0,7EGN0"
"4937","8EGQ0,11LV1,1AJ1,4EGV1"
"4938","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN0,7EGY0,3DMW0,3BHM1"
"4939","8EGQ0,11LV0,4EGO0,4EGO0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"4940","8EGR1,7EGT0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGT1,13AJ1,3AOW0,3AKO0,7EGT0"
"4941","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGN0,7EGN0,6EGS0,13EN0,2EGQ0,1DT1,1DW1"
"4942","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGZ1,1BD0,6EGQ0,4EGU0,6EGQ0,6EGQ0"
"4943","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV0,8EGM0,4EGV0,1BX1,3SU1,7EGW0,2EGT1,3AIK0"
"4944","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO1,3DIP1,7EGN0"
"4945","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4946","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO1,2EGS1"
"4947","8EGN0,11LV0,4EGS0,4EGS0,12JN0,7EGP1,1BD1,14EIQ0,13CK1,1CQ0,6EGM0,4EGS0,7EGP0,1BF1,3DNS1,2EGQ0"
"4948","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"4949","8EGM1,7EGQ1,4EGV1,11LR1,1FN0"
"4950","8EGN0,11LV0,4EGY0,4EGY1,1BD0,12IO0,13FS0,6EGP0,3DIO0,3UW1,1AZ0"
"4951","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ0,1AV1,8EGM0,4EGV1,3DNT1"
"4952","8EGM1,7EGP0,11LR0,4EGU1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU0,13DO0,7EGP0"
"4953","8EGM1,7EGW1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ0,2EGQ1,9EGQ1,7EGW0,13DE0,13CI0,7EGW1,8EGM0,3CDN0,3BDR1"
"4954","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGQ1,1CG1,13BW1,12HK0,2EGQ0,3ACO0,6EGQ1,1CI1"
"4955","8EGQ0,11LV0,4EGU0,4EGU0,12JN0,7EGW1,1BD1,14EIQ0,13CK0,3QU1,4EGU1,1DG0,13BW1,6EGM0,12HI0,1CG0,8EGQ1,4EGU1,1CD0,1BP0,6EGM1,3ADE1"
"4956","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ0,2EGS0,7EGY0,3CQT1"
"4957","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI1,3NS1,7EGY1,4EGX0,3BHT1,3BKM1,3DNY0"
"4958","8EGO0,11LV0,4EGU0,4EGU0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGO1,7EGN0"
"4959","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGW0,7EGW1,2EGO0,3DKS1,6EGS0"
"4960","8EGP0,11LV0,4EGU0,4EGU0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4961","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"4962","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ0,2EGQ1,9EGQ1,7EGY0,13DE0,13CI1,3APY1,13CT0"
"4963","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIR0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4964","8EGM1,7EGU0,11LR0,4EGX1,1BR1,7EGU0,14EIQ0,12HU0,4EGX0,2EGQ1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM1,7EGU0,3EFP0,11KM0,3BDO1,3BEI1,4EGX0,9EGQ0,13DJ0,1CO1"
"4965","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ1,13BT1,1EW0"
"4966","8EGM1,7EGP0,11LR0,4EHJ1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EHJ0,14EIQ0,3ANY0,2EGQ0,3AFI0,3ACR0,13CW0,8EGM1,4EHJ0,1DE1,13CD1"
"4967","8EGM1,7EHI0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"4968","8EGM1,7EGR0,11LR0,4EGX1,1BR1,7EGR0,14EIQ0,12HU0,4EGX0,2EGQ1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM0,1CG1"
"4969","8EGM1,7EGR0,11LR0,4EHJ1,1BR1,7EGR0,14EIQ0,12HU0,4EHJ0,2EGS0,13FR0,3PQ1,4EHJ0,7EGR0"
"4970","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU1"
"4971","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"4972","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGU0,7EGU1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP0,14EIM0,3CFV0,3ST1,3BCM1,3BDV1,8EGN0,1BF1"
"4973","8EGM1,7EGQ1,4EGV1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EGV1"
"4974","8EGO0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4975","8EGM1,7EGN0,11LR0,4EGY1,1BR0,14EIQ0,1AZ1,12HV0,2EGT0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGN1,13AJ1,3AOW0,3AKO0,7EGN0"
"4976","8EGM1,7EGT0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"4977","8EGN0,11LV1,1AJ1,4EGV1"
"4978","8EGM1,7EGP0,11LR0,4EGU1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGU0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO0,3APW1,3BFM1,3BIW1,9EGQ0,13BW1,1BT1,3BKV1,3CDO1,3CQV1,3CSZ1,4EGU0"
"4979","8EGR1,7EGU0,11LR0,4EHJ1,1BR1,7EGU0,14EIQ0,12HU0,4EHJ0,2EGQ1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM1,7EGU0,3EFP0,11KM0,3BDO1,3BEI0"
"4980","8EGN0,11LV0,4EHI1,1BJ1,2EGQ1,1DG0,13EY1"
"4981","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI1,3NS1,7EGN0,3DRX0"
"4982","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"4983","8EGN0,11LV0,4EGS0,4EGS0,12JN0,7EGT0,12IX0,14EGP0,13BZ0,3MO1,6EGP0,1DI0,6EGP0,1BZ1,1CE1"
"4984","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS1,6EGQ1,1BJ1,8EGN1,13BT1,1CE0"
"4985","8EGM1,7EGQ1,4EHJ0,11LR1,1EF0"
"4986","8EGM1,7EGP0,11LR0,4EHJ1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EHJ0,14EIQ0,3ANY0,2EGQ0,3AFI0,3ACR0,13CW0,8EGM1,4EHJ0,1DE0,1CO0,3MZ1,13CE1"
"4987","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"4988","8EGR1,7EGP0,11LR0,4EGQ0,7EGP1,4EGQ0,13CT0,11JV0,2EGQ0,8EGR1,9EGQ0,4EGQ0"
"4989","8EGR1,7EGP0,11LR0,4EGO1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU0,13DO0,7EGP0"
"4990","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGQ0,3DIM0,3CWZ0,3BWX1,3CDG1,1BQ0,1BH1"
"4991","8EGM1,7EGY1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGY0,4EGV0,14EIQ1,3ANV0,8EGM0,4EGV0,1BX1,3SU1,7EGY0,2EGQ0,13DE0"
"4992","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGT0,6EGM0,13CE1,4EGX0"
"4993","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4994","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD1,14EIQ0,13CK1,1CQ0,6EGQ0,4EGX0,7EHI0,1BF1,3DNS0"
"4995","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"4996","8EGN0,11LV0,4EGN0,4EGN0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI1,3NS1,7EGT0,3DRX0"
"4997","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"4998","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI1,1DG0,8EGQ0,7EGP0"
"4999","8EGR1,7EGN0,11LR0,4EGU1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGN1,13AJ1,3AOW1,3BCY0"
"5000","8EGM1,7EGP0,11LR0,4EGV1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGV0,14EIQ0,3ANY1,13CI0,8EGM0,13BT0,2EGQ0,7EGP0,4EGV1,3BEK1,3DEI0"
"5001","8EGM1,7EGW1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGW1,3BDI1,2EGQ1,7EGW1"
"5002","8EGM1,7EGN0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT0,7EGN0,1BL1,1BP0,7EGN1,3CGU1"
"5003","8EGM1,7EGW1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGY0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT0,3BFI1,3CGN0"
"5004","8EGP0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG0,3DNW0,9EGQ0,13CK1,1BF1,6EGQ0,7EGQ0,13DY0"
"5005","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"5006","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO1,3DIP1,7EGY0"
"5007","8EGM1,7EGY1,4EGV1,11LR1,1FN0"
"5008","8EGN0,11LV0,4EGM0,4EGM0,12JN0,7EGT0,12IX0,14EGQ0,13BZ0,3MO1,6EGP0,1DI0,6EGP0,1BZ1,1CE1"
"5009","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGQ1,1BD1,14EIQ0,13CK1,1CQ0,6EGM0,4EGX0,7EGQ0,1BF1,3DNS0"
"5010","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGQ1,1BD1,14EIQ0,13CK1,1CQ1,3DPU0,13CT1,8EGN0,2EGR0,4EGU0"
"5011","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"5012","8EGO0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"5013","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ1,2EGR0,7EGU0,6EGM0,13CE1,4EHJ1,3BEF0"
"5014","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGW1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"5015","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI0"
"5016","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"5017","8EGM1,7EGW1,4EHI1,11LR1,1FN0"
"5018","8EGR1,7EGU0,11LR0,4EGX1,1BR1,7EGU0,14EIQ0,12HU0,4EGX0,2EGO1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM1,7EGU0,3EFP0,11KM0,3BDO1,3BEI1,4EGX0,9EGQ0,13DJ0,1CO1"
"5019","8EGM1,7EGP0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"5020","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"5021","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGW1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"5022","8EGM1,7EGP0,11LR0,4EGV1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGV0,14EIQ0,3ANY1,13CI0,8EGM0,13BT0,2EGQ0,7EGP0,4EGV1,3BEK1,3DEI1,1CW1"
"5023","8EGM1,7EGQ1,4EGV1,11LR1,1FN0"
"5024","8EGM1,7EGZ1,4EHJ0,11LR1,1EF0"
"5025","8EGQ0,11LV0,4EGM0,4EGM0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGP0,1DI0,6EGP0,1BZ0"
"5026","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"5027","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"5028","8EGM1,7EGW1,4EGR0,11LR0,12HX0,13BN0,7EGW0,3DMW0,3BHM1"
"5029","8EGN0,11LV0,4EGM0,4EGM0,12JN0,7EGT0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGT0,6EGM0,13CE1,4EGM0"
"5030","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EHJ1,1CG0,3AEK1,1BH1,3ALQ0,7EGY1,2EGQ1,3AHS1,1BT1"
"5031","8EGM1,7EGW1,4EGX0,11LR0,12HX0,13BN1,1BF0,7EGW1,4EGX1,1AZ1"
"5032","8EGM1,7EGP0,11LR0,4EGU1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGU0,14EIQ0,3ANY1,13CI1,4EGU1,7EGP1,2EGQ1"
"5033","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGQ1,1BD1,14EIQ0,13CK1,1CQ0,6EGM0,4EHJ1,3UX1,11LP0,8EGN1,7EGQ0,4EHJ0,3COW1,2EGQ0,3CQR1,3DFS1"
"5034","8EGM1,7EGY1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGY0,4EGY0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGR0,1CT1,3CGQ1"
"5035","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGX1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"5036","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO0,4EGX0,3BPZ1,3BSV1,13CU0"
"5037","8EGM1,7EGW1,4EGV1,11LR1,1FN0"
"5038","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"5039","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGT0,6EGM0,13CE1,4EGX0"
