"","new_col"
"610","6IR0,11CV0,4IZ1,1AC1,13AT1,7IZ0,3FI1,1BJ0,6IR1,1AH0,3GT1"
"611","6IR0,11CV0,4JM0,7IX1,1AU0"
"612","6IR0,11CV0,4IZ1,1AC1,13AT0,1BS0,4IZ0,7IX0,9IR0"
"613","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"614","6IN0,11CV1"
"615","6IP1,7JL0,11CU0,1S0"
"616","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN1,7IQ1"
"617","6IR0,11CV0,4IT0,7IU0,2IR0,3DF1,13BO0"
"618","6IN0,11CV0,4JM0,7IR0,2IO1,4JM0"
"619","6IR0,11CV0,4IO0,7IS0,2IT0,3DF1,13BO0"
"620","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC0"
"621","6IP1,7IZ1,1R1,11CU0,12CK0,4IY0,2IS1,4IY1,11CP0,3GS0"
"622","6IR0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"623","6IR0,11CV0,4IP1,1AC0,4IP0,3DW0,3DV0"
"624","6IP1,7IO0,11CU0,1S1,4JM0,14JX0,2IR1,7IO1,4JM1,1AG0,3GR1"
"625","6IR0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"626","6IT0,11CV0,4IY0,7IR0,2IT0,3DF1,13BO0"
"627","6IR0,11CV0,4IY0,7IY1,1AU0"
"628","6IP1,7IQ0,11CU0,1S1,4IV1,3DX1,3FX0"
"629","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD0,1Y1"
"630","6IS0,11CV0,4JM0,7IR0,2IP0,3DF1,13BO0"
"631","6IR0,11CV0,4IO0,7IO0,2IU0,3DF1,13BO0"
"632","6IN0,11CV0,4IY0,7IR0,2IR0,3DF1,13BO0"
"633","6IP1,7IX1,1R1,11CU0,12CK0,4IW1,3DQ0,2IP0"
"634","6IR0,11CV0,4IZ1,1AC1,13AT0,1BS0,4IZ0,7IR0,9IR0"
"635","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"636","6IP1,7IS0,11CU0,1S1,4JM0,14KV0,2IP0,3HX0,1AD1"
"637","6IR0,11CV0,4JM0,7IU0,2IR0,3DF1,13BO0"
"638","6IP1,7IX1,1R1,11CU0,12CK0,4JM0,2IR0,3FV1,3GW1,7IX1,3HK0"
"639","6IR0,11CV0,4JM0,7IX1,1AU0"
"640","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"641","6IR0,11CV0,4IZ1,1AC1,13AT1,7IX0,3FI1,1BJ0,6IR1,1AH0,3GT0"
"642","6IP1,7JK1,1R1,11CU0,12CK1"
"643","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"644","6IR0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"645","6IR0,11CV0,4IW1,1AC1,13AT1,7IX0,3FI0"
"646","6IT0,11CV0,4IW1,1AC0,4IW0,3DW1"
"647","6IR0,11CV0,4JM0,7IT0,2IR0,3DF1,13BO0"
"648","6IP1,7IQ0,11CU0,1S1,4JM0,14KV0,2IT0,3HX0,1AD0,1Y0"
"649","6IN0,11CV1"
"650","6IN0,11CV0,4IW1,1AC1,13AT1,7IR1"
"651","6IP1,7IV0,11CU0,1S1,4IP0,14JU0,2IR1,7IV0,4IP0,3IM0,3GQ1"
"652","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"653","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IR0,8IN0"
"654","6IR0,11CV0,4IO0,7IV0,2IR0,3DF1,13BO0"
"655","6IP1,7IX1,1R0,4IW1,3EY1"
"656","6IN0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"657","6IP1,7JK1,1R1,11CU0,12CK0,4IV1,3DQ1,3HN0,3GV0,2IR1,11CS1"
"658","6IN0,11CV0,4IW1,1AC1,13AT0,1BS0,4IW0,7IO0,9IR0"
"659","6IS0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"660","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ0,3GP0,3EL1,3FS1"
"661","6IR0,11CV0,4IY0,7JK0,2IU0,3DF1,13BO0"
"662","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"663","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC0"
"664","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"665","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU0,3FG0"
"666","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"667","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IP1,4IY1,11CP0,3GS0"
"668","6IP1,7IR1,1R1,11CU1"
"669","6IP1,7IZ1,1R1,11CU0,12CK0,4IY0,2IR0,3FV0,1BD0,3DY0"
"670","6IR0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"671","6IP1,7IV0,11CU0,1S1,4IY0,14JX0,2IR1,7IV0,4IY0,3IM0,3GQ1"
"672","6IR0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"673","6IN0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"674","6IP1,7IO0,11CU0,1S0"
"675","6IR0,11CV0,4IV0,7IV0,2IR0,3DF1,13BO0"
"676","6IP1,7IQ0,11CU0,1S1,4JM0,14KV0,2IR1,7IQ1,4JM1,1AG0,3GR1"
"677","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"678","6IP1,7IX1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV1,1BG0"
"679","6IT0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"680","6IP1,7JK1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN1"
"681","6IR0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"682","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"683","6IR0,11CV1"
"684","6IR0,11CV0,4IV0,7JK0,2IR0,3DF1,13BO0"
"685","6IR0,11CV0,4IP1,1AC0,4IP0,3DW1"
"686","6IP1,7IX1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IP1,11CS0,14KV1,7IX0,4IW0,1AT0,3FQ0,1Y1"
"687","6IP1,7JL0,11CU1"
"688","6IR0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"689","6IR0,11CV0,4IO0,7IQ0,2IR0,3DF1,13BO0"
"690","6IP1,7IX1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IU1,11CS0,14KV1,7IX0,4IW0,1AT1"
"691","6IP1,7IR1,1R1,11CU1"
"692","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"693","6IP1,7IQ0,11CU0,1S1,4IN0,14KV0,2IT0,3HX0,1AD1"
"694","6IR0,11CV0,4IY0,7JL0,2IR0,3DF1,13BO0"
"695","6IR0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO0"
"696","6IR0,11CV0,4IV0,7IQ0,2IR0,3DF0,1BI0"
"697","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IR1,7JL1,4IY1,1AG1,1BS0,2IR0,3GN1,7JL0,1BL1"
"698","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"699","6IP1,7IO0,11CU0,1S1,4IY0,14KV0,2IO1,7IO1,4IY1,1AG1,1BS0,2IO1"
"700","6IR0,11CV0,4IY0,7IS0,2IR0,3DF1,13BO0"
"701","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"702","6IP1,7IO0,11CU0,1S1,4IY0,14KV0,2IP0,3HX1,1AS1"
"703","6IN0,11CV0,4IY0,7IY1,1AU0"
"704","6IP1,7IR1,1R1,11CU0,12CK0,4IX1,3DQ1,3HN0,3GV0,2IS1,11CS0,14KV1,7IR1,13BC1,1AN1"
"705","6IR0,11CV0,4IW1,1AC1,13AT1,7IZ0,3FI1,1BJ0,6IR1,1AH1"
"706","6IS0,11CV0,4IN0,7IV0,2IR0,3DF1,13BO0"
"707","6IQ0,11CV0,4JM0,7IV0,2IU0,3DF1,13BO0"
"708","6IP1,7IZ1,1R0,4JM0"
"709","6IN0,11CV0,4IW1,1AC1,13AT1,7IZ0,3FI0"
"710","6IR0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"711","6IR0,11CV0,4JM0,7IS0,2IR0,3DF1,13BO0"
"712","6IS0,11CV0,4IR0,7IS0,2IR0,3DF1,13BO0"
"713","6IN0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"714","6IP1,7JK1,1R1,11CU0,12CK0,4IV1,3DQ1,3HN1"
"715","6IR0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"716","6IN0,11CV0,4IV0,7JK0,2IP0,3DF1,13BO0"
"717","6IN0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"718","6IP1,7IZ1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IZ1,13BC1,1AN1"
"719","6IR0,11CV0,4JM0,7JK0,2IR0,3DF1,13BO0"
"720","6IR0,11CV0,4IV0,7IU0,2IR0,3DF1,13BO0"
"721","6IP1,7IR1,1R1,11CU0,12CK0,4IV1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC1,1AN0,7IR0,4IV1"
"722","6IP1,7IR1,1R1,11CU0,12CK0,4JM0,2IT0,3FV0,1BD0,3DY0"
"723","6IR0,11CV0,4IW1,1AC1,13AT1,7IZ0,3FI1,1BJ0,6IR1,1AH1"
"724","6IN0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"725","6IP1,7IS0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"726","6IR0,11CV0,4IP1,1AC0,4IP0,3DW1"
"727","6IP1,7JK1,1R1,11CU0,12CK0,4IV1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7JK1,13BC1,1AN1"
"728","6IP1,7JK1,1R1,11CU0,12CK0,4IW1,3DQ0,2IS0"
"729","6IR0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"730","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IR1,7JL1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU1"
"731","6IR0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"732","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ0,3GP0,3EL0"
"733","6IR0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"734","6IR0,11CV0,4IZ1,1AC1,13AT0,1BS0,4IZ0,7JK1"
"735","6IP1,7IR1,1R1,11CU0,12CK1"
"736","6IN0,11CV0,4IU0,7IQ0,2IR0,3DF1,13BO0"
"737","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"738","6IR0,11CV0,4IO0,7IS0,2IT0,3DF1,13BO0"
"739","6IN0,11CV0,4IY0,7IO0,2IR0,3DF1,13BO0"
"740","6IR0,11CV0,4IO0,7IZ0,2IR0,3DF1,13BO0"
"741","6IP1,7IQ0,11CU1"
"742","6IP1,7IX1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IX0,4IW0,1AT0,3FQ0,1Y1"
"743","6IP1,7IX1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN1"
"744","6IR0,11CV0,4IY0,7JL0,2IR0,3DF1,13BO0"
"745","6IS0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"746","6IN0,11CV0,4JM0,7IR0,2IR0,3DF1,13BO0"
"747","6IR0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"748","6IR0,11CV0,4IN0,7IS0,2IR0,3DF0,1BI0"
"749","6IP1,7IV0,11CU0,1S1,4IY0,14JT0,2IT0,3HX0,1AD1"
"750","6IR0,11CV0,4IV0,7IX1,1AU0"
"751","6IP1,7IQ0,11CU0,1S1,4JM0,14KV0,2IR1,7IQ1,4JM1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU1"
"752","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IR1,7JL1,4IY1,1AG1,1BS1"
"753","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IR1,7JL1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU1"
"754","6IR0,11CV0,4IV0,7IO0,2IR0,3DF1,13BO0"
"755","6IR0,11CV0,4IZ1,1AC0,4IZ0,3DW1"
"756","6IR0,11CV0,4IV0,7JK0,2IR0,3DF1,13BO0"
"757","6IT0,11CV0,4IY0,7IO0,2IR0,3DF1,13BO0"
"758","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IR0,3FV0,1BD0,3DY0"
"759","6IT0,11CV0,4IY0,7JL0,2IR0,3DF0,1BI1"
"760","6IT0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"761","6IS0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"762","6IR0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"763","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"764","6IP1,7IO0,11CU0,1S1,4JM0,14KV0,2IR1,7IO1,4JM1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN1"
"765","6IR0,11CV0,4JM0,7IT0,2IR0,3DF1,13BO0"
"766","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IT0,3FV0,1BD1,13BJ0,3DN1,4IY0,7IR0"
"767","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ0,3GP0,3EL0"
"768","6IN0,11CV0,4IY0,7IO0,2IR0,3DF1,13BO0"
"769","6IN0,11CV0,4IW1,1AC1,13AT1,7IX0,3FI1,1BJ0,6IN1,1AH1"
"770","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"771","6IT0,11CV0,4IY0,7IS0,2IR0,3DF1,13BO0"
"772","6IR0,11CV0,4IO0,7IZ0,2IR0,3DF1,13BO0"
"773","6IP1,7IQ0,11CU0,1S1,4JM0,14KV0,2IR1,7IQ1,4JM1,1AG0,3GR0,3FM0"
"774","6IP1,7IX1,1R1,11CU0,12CK0,4JM0,2IR0,3FV0,1BD1,13BJ0,3DN1,4JM0,7IX1,3EM1"
"775","6IT0,11CV0,4IW1,1AC1,13AT1,7IX0,3FI1,1BJ1"
"776","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN1,7IQ1"
"777","6IN0,11CV0,4JM0,7IX1,1AU0"
"778","6IN0,11CV0,4IY0,7IV0,2IP0,3DF0,1BI0"
"779","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ0,2IR1,7IR1"
"780","6IP1,7IQ0,11CU0,1S1,4IW0,14KV0,2IR1,7IQ1,4IW0,1V1"
"781","6IR0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"782","6IT0,11CV0,4IZ1,1AC1,13AT0,1BS1"
"783","6IN0,11CV0,4IV0,7IO0,2IR0,3DF1,13BO0"
"784","6IP1,7IZ1,1R1,11CU0,12CK0,4IY0,2IT0,3FV0,1BD0,3DY1,3EG1,1AF1"
"785","6IR0,11CV0,4IW1,1AC0,4IW0,3DW0,3DV0"
"786","6IN0,11CV0,4IX1,1AC1,13AT1,7IX0,3FI1,1BJ0,6IN1,1AH1"
"787","6IR0,11CV0,4IY0,7JL0,2IR0,3DF1,13BO0"
"788","6IR0,11CV0,4IY0,7IO0,2IP0,3DF1,13BO0"
"789","6IP1,7IV0,11CU0,1S1,4IY0,14KV0,2IR1,7IV0,4IY0,3IM0,3GQ0,3GP0,3EL1,3FS0,3FJ0,1BP1"
"790","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"791","6IR0,11CV0,4IW1,1AC1,13AT1,7IR1"
"792","6IR0,11CV0,4IO0,7IO0,2IR0,3DF1,13BO0"
"793","6IP1,7IS0,11CU0,1S1,4IY0,14JX0,2IR1,7IS1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IR0,8IN0"
"794","6IP1,7IR1,1R1,11CU0,12CK0,4IO0,2IR0,3FV1,3GW1,7IR0,13BX0,3HY0"
"795","6IP1,7IR1,1R0,4JM0"
"796","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ0,3GP0,3EL0"
"797","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"798","6IR0,11CV0,4IN0,7IT0,2IR0,3DF1,13BO0"
"799","6IR0,11CV0,4IO0,7IZ0,2IR0,3DF1,13BO0"
"800","6IP1,7IS0,11CU0,1S1,4JM0,14KV0,2IR1,7IS1,4JM1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU0,3FG1"
"801","6IS0,11CV0,4IW1,1AC0,4IW0,3DW1"
"802","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ0,2IR1,7IR1"
"803","6IR0,11CV0,4JM0,7JL0,2IR0,3DF1,13BO0"
"804","6IP1,7IZ1,1R1,11CU1"
"805","6IP1,7IZ1,1R1,11CU0,12CK1"
"806","6IN0,11CV0,4IR0,7IV0,2IR0,3DF1,13BO0"
"807","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC1,1AN1"
"808","6IR0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO0"
"809","6IN0,11CV0,4IV0,7IO0,2IR0,3DF1,13BO0"
"810","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IR1,7JL1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN0,3DR1,1AI1"
"811","6IR0,11CV0,4IY0,7IO0,2IR0,3DF1,13BO0"
"812","6IN0,11CV0,4IT0,7IU0,2IR0,3DF1,13BO0"
"813","6IP1,7IO0,11CU0,1S1,4IW0,14KM1"
"814","6IP1,7IQ0,11CU0,1S0"
"815","6IP1,7IZ1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IZ1,13BC1,1AN0,7IZ1"
"816","6IP1,7IQ0,11CU0,1S1,4JM0,14KV0,2IR1,7IQ1,4JM1,1AG0,3GR1"
"817","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"818","6IP1,7IZ1,1R1,11CU0,12CK0,4IY0,2IT0,3FV1,3GW1,7IZ0,13BX0,3HY1,1BG1"
"819","6IN0,11CV0,4IV0,7JK0,2IR0,3DF1,13BO0"
"820","6IR0,11CV0,4IW1,1AC1,13AT0,1BS0,4IW0,7IR0,9IR0"
"821","6IP1,7IO0,11CU0,1S0"
"822","6IP1,7IX1,1R1,11CU1"
"823","6IP1,7IS0,11CU0,1S1,4JL1,3DX1,3FX0"
"824","6IP1,7IX1,1R1,11CU0,12CK0,4IZ0,2IR0,3FV0,1BD0,3DY1,3EG1,1AF1"
"825","6IN0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"826","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"827","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ0,2IR1,7IR1"
"828","6IP1,7JK1,1R0,4IY0"
"829","6IP1,7IV0,11CU0,1S1,4IS0,14KV0,2IP0,3HX0,1AD1"
"830","6IP1,7IQ0,11CU0,1S1,4IT0,14KV0,2IT0,3HX0,1AD1"
"831","6IR0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO0"
"832","6IR0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"833","6IN0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"834","6IN0,11CV0,4JM0,7IU0,2IR0,3DF1,13BO0"
"835","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"836","6IN0,11CV0,4IY0,7IT0,2IT0,3DF1,13BO0"
"837","6IP1,7JK1,1R1,11CU0,12CK0,4JM0,2IR0,3FV0,1BD1,13BJ0,3DN0,1BN0"
"838","6IR0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"839","6IN0,11CV0,4JM0,7IQ0,2IR0,3DF1,13BO0"
"840","6IP1,7IS0,11CU0,1S1,4IN0,14KV0,2IT0,3HX0,1AD1"
"841","6IR0,11CV0,4JM0,7IQ0,2IR0,3DF1,13BO0"
"842","6IR0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"843","6IP1,7IR1,1R1,11CU1"
"844","6IP1,7IX1,1R1,11CU0,12CK0,4IZ0,2IR0,3FV0,1BD0,3DY1,3EG1,1AF1"
"845","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IS1,4IY1,11CP0,3GS0"
"846","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IT0,3FV0,1BD1,13BJ0,3DN1,4IY0,7IR0"
"847","6IR0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"848","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"849","6IR0,11CV0,4JM0,7JL0,2IR0,3DF1,13BO0"
"850","6IP1,7IU0,11CU0,1S1,4IR0,14JX0,2IR1,7IU0,4IR0,3IM0,3GQ1"
"851","6IP1,7IO0,11CU0,1S1,4JM0,14KV0,2IR1,7IO1,4JM1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN0,3DR0"
"852","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ1"
"853","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ0,3GP0,3EL1,3FS1"
"854","6IP1,7IR1,1R1,11CU0,12CK0,4IZ0,2IR0,3FV0,1BD1,13BJ1"
"855","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"856","6IQ0,11CV0,4IQ0,7IW0,2IR0,3DF1,13BO0"
"857","6IN0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"858","6IP1,7IV0,11CU0,1S1,4JK0,14KV0,2IP0,3HX0,1AD1"
"859","6IP1,7IO0,11CU0,1S0"
"860","6IP1,7IU0,11CU0,1S1,4IO0,14KV0,2IR1,7IU0,4IO0,3IM0,3GQ0,3GP0,3EL1,3FS0,3FJ1"
"861","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU0,3FG1"
"862","6IR0,11CV0,4IZ1,1AC1,13AT0,1BS0,4IZ0,7IX0,9IR0"
"863","6IP1,7IX1,1R1,11CU0,12CK1"
"864","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG0,3GR0,3FM0"
"865","6IR0,11CV0,4IW1,1AC0,4IW0,3DW0,3DV1"
"866","6IN0,11CV0,4IU0,7IV0,2IR0,3DF1,13BO0"
"867","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ1"
"868","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IS1,4IY1,11CP0,3GS0"
"869","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"870","6IP1,7IU0,11CU0,1S0"
"871","6IN0,11CV0,4JM0,7IR0,2IP0,3DF1,13BO0"
"872","6IN0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"873","6IP1,7IR1,1R1,11CU0,12CK1"
"874","6IN0,11CV0,4JM0,7IQ0,2IR0,3DF1,13BO0"
"875","6IN0,11CV0,4JM0,7IS0,2IT0,3DF1,13BO0"
"876","6IP1,7IX1,1R1,11CU0,12CK0,4IY0,2IU1,4IY1,11CP0,3GS0"
"877","6IP1,7IR1,1R1,11CU0,12CK0,4IZ0,2IR0,3FV1,3GW0,7IR1"
"878","6IT0,11CV0,4IS1,1AC1,13AT0,1BS0,4IS0,7IV0,9IP1,1AT1"
"879","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"880","6IP1,7IR1,1R1,11CU0,12CK0,4JM0,2IR0,3FV0,1BD1,13BJ0,3DN1,4JM0,7IR0"
"881","6IP1,7IZ1,1R1,11CU0,12CK0,4JM0,2IS1,4JM1,11CP0,3GS1,3HW1"
"882","6IN0,11CV0,4IN0,7JL0,2IP0,3DF1,13BO0"
"883","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IT1,11CS0,14KV1,7IR1,13BC0"
"884","6IP1,7IR1,1R1,11CU0,12CK0,4IU1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC0"
"885","6IP1,7IX1,1R0,4JM0"
"886","6IN0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"887","6IP1,7IQ0,11CU0,1S1,4IW0,14JX0,2IR1,7IQ1,4IW0,1V1"
"888","6IN0,11CV0,4IN0,7IR0,2IR0,3DF1,13BO0"
"889","6IP1,7JL0,11CU0,1S0"
"890","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"891","6IP1,7IZ1,1R1,11CU0,12CK0,4JM0,2IS1,4JM1,11CP0,3GS1,3HW1"
"892","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"893","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14JQ1,7IR1,13BC0"
"894","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG0,3GR0,3FM1"
"895","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"896","6IT0,11CV0,4IW1,1AC1,13AT0,1BS1"
"897","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN0,3DR1,1AI0,3GI0"
"898","6IR0,11CV0,4IY0,7JL0,2IR0,3DF0,1BI0"
"899","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"900","6IR0,11CV0,4JM0,7IR0,2IR0,3DF1,13BO0"
"901","6IP1,7IX1,1R1,11CU0,12CK0,4IZ0,2IU1,4IZ1,11CP0,3GS0"
"902","6IT0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"903","6IN0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO0"
"904","6IR0,11CV0,4IY0,7IO0,2IR0,3DF1,13BO0"
"905","6IR0,11CV0,4IU0,7IO0,2IR0,3DF1,13BO0"
"906","6IR0,11CV0,4IY0,7IS0,2IT0,3DF1,13BO0"
"907","6IT0,11CV0,4IY0,7IY1,1AU1,3EX1"
"908","6IN0,11CV0,4IV0,7IV0,2IR0,3DF1,13BO0"
"909","6IR0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"910","6IN0,11CV0,4IY0,7IO0,2IR0,3DF1,13BO0"
"911","6IN0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
